@RELATION 'my_relation: -C 23'

@ATTRIBUTE 24 {0,1}
@ATTRIBUTE 25 {0,1}
@ATTRIBUTE 20 {0,1}
@ATTRIBUTE 21 {0,1}
@ATTRIBUTE 22 {0,1}
@ATTRIBUTE 23 {0,1}
@ATTRIBUTE 1 {0,1}
@ATTRIBUTE 3 {0,1}
@ATTRIBUTE 2 {0,1}
@ATTRIBUTE 5 {0,1}
@ATTRIBUTE 4 {0,1}
@ATTRIBUTE 7 {0,1}
@ATTRIBUTE 6 {0,1}
@ATTRIBUTE 8 {0,1}
@ATTRIBUTE 11 {0,1}
@ATTRIBUTE 13 {0,1}
@ATTRIBUTE 12 {0,1}
@ATTRIBUTE 15 {0,1}
@ATTRIBUTE 14 {0,1}
@ATTRIBUTE 17 {0,1}
@ATTRIBUTE 16 {0,1}
@ATTRIBUTE 19 {0,1}
@ATTRIBUTE 18 {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric
@ATTRIBUTE att7 numeric
@ATTRIBUTE att8 numeric
@ATTRIBUTE att9 numeric
@ATTRIBUTE att10 numeric

@DATA
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,47.98871337980146,35.10744351771511,38.625906117811574,32.30144195855444,36.57764960565032,39.79355059430959,38.14857280338735,41.7355188099047,43.421764871107214,59.90439799062716
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,84.36069292954151,104.45955920846147,101.46987679190242,81.85915880108347,106.82951553711369,74.28809991341898,90.82021187480274,74.69157520222775,103.4388019623235,84.16499307495127
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15.03382136014708,5.500091014957206,7.920909795892099,6.677221385371417,7.461366016155582,7.479449974695163,6.3288042391915145,5.770807797266283,5.772422267315611,7.625778686070929
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,82.02228698817707,87.38474876155816,81.12050749164422,100.33988462953839,79.54713565262045,100.93873832557277,79.42775561274247,106.97600653860222,88.38644891126165,78.68332104445348
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,34.87507612123103,10.409398007621085,7.876372794305509,4.8864584388882975,4.006055220355998,22.062387099401946,6.553666861410363,14.571027347088965,14.467464217057124,4.7108289099131895
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,40.05337716264691,33.678665696519445,35.699820196443355,40.69991022457582,33.39997142586554,34.400121038126855,56.9823708476224,46.825929594626274,43.73962498113337,45.10542710201424
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,97.64345228165665,101.37548304126962,83.29640497376043,80.13900423950588,97.76150242991814,102.06162661995477,102.56166733172594,103.89088491866414,99.93328557575722,85.8641569630019
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,81.99880976439647,81.6302735560344,82.52538211155726,85.5337995137068,90.61801330825206,93.69662655534742,81.57244166029264,104.78437502806676,90.1231818692413,87.00391905406374
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.189362796421442,8.499434595297053,12.745403254585943,7.9329489479832125,14.705126198769028,5.610133332107829,6.217160484382686,6.281754962818274,5.6349805430301885,6.553473750153043
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12.562120134968586,5.994854149928952,5.502048450833123,5.510113903585225,6.471515208938464,13.129274423448237,14.326442046445454,6.81321041530162,16.10384611263663,6.0469553432871175
