@RELATION 'my_relation: -C 7'

@ATTRIBUTE 1 {0,1}
@ATTRIBUTE 3 {0,1}
@ATTRIBUTE 2 {0,1}
@ATTRIBUTE 5 {0,1}
@ATTRIBUTE 4 {0,1}
@ATTRIBUTE 7 {0,1}
@ATTRIBUTE 6 {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric

@DATA
1,0,1,1,0,0,0,51.044640087746814,51.731419011407745,49.32349735801057,49.9195760517398,47.97847104706913
0,1,0,0,0,1,0,56.37539671439626,49.44675779759428,51.2270887531048,49.902541059311176,56.215200918249906
0,0,1,0,0,0,0,56.014787151619196,50.46905360615023,50.77163750699545,49.19749677388808,55.64227081826543
0,1,0,0,0,1,0,56.55278606702199,51.59130002361361,57.40894762908104,57.76342514075224,57.77209342346906
0,1,1,0,0,0,1,57.02190924149777,52.46544673999725,48.13473305147707,50.676854027963365,47.64225835305943
0,1,1,0,0,0,1,49.73540694476602,51.95263167327286,54.49290126377561,53.944453393869885,51.73254894239574
0,0,1,0,0,0,0,56.80926285379989,49.3069134046262,50.14851432674317,56.16219414437269,46.66686634286696
1,0,1,1,0,0,0,48.40731446550288,50.048260180344776,50.53431582034419,41.359948703803745,50.28282873897671
0,1,1,0,0,0,1,61.66200177816934,54.15537645153584,53.682258232556826,49.96899393602499,50.279253651865545
0,1,1,0,0,0,1,56.28947179291196,51.767457465174346,50.98500939500964,48.020257972513356,52.183610886801254
1,0,0,0,0,0,0,48.13736270335903,47.358272160467806,52.610099712332726,53.610555611479626,51.70089608405297
0,1,1,0,0,0,1,52.503263398915536,49.205176073058006,50.5605852332429,50.38106575761054,53.525339659607674
0,1,0,0,0,0,0,53.804041854677536,52.609806251662526,54.67932512267837,52.82452094761798,51.72893685524039
0,1,0,0,0,1,0,53.00258198958301,49.96385674760526,55.73566239045822,53.95346775356859,53.35169909884817
1,0,1,1,0,0,0,47.75253139803958,52.25261394234963,48.72346826379582,44.84944979759114,51.25622424245834
0,1,1,0,0,0,1,49.90885512813158,51.53549562378798,51.09823036251999,57.11986944234817,53.47500525813182
0,1,0,0,0,1,0,51.782450856201926,56.881420505095434,53.646676811986936,48.068743847339086,49.222161798002844
0,0,1,0,0,0,0,50.67791987373481,50.56007265037245,57.83764586291236,48.23648796906836,51.96909430031325
0,1,1,0,0,0,1,47.334612147810084,55.3121397101885,50.027198507194385,57.11785137722475,51.814543654389915
0,1,1,0,0,0,1,55.11129147567256,55.10449346625644,51.28486002423452,54.61427691030876,58.65571839834277
0,1,0,0,0,1,0,57.68778435281509,47.94642231692057,49.370508999265844,56.578832359488544,48.16743700477681
0,1,0,0,0,1,0,58.12673224621652,50.97115925661958,48.165174317674456,52.228167503651385,54.87997715868763
0,1,1,0,0,0,1,49.66399574702916,56.28321208176767,54.86236947060103,52.47522672773865,53.47213541104179
0,1,1,0,0,0,1,51.54475896458343,51.01452654176726,47.254320181571586,54.098897457284046,54.338047665587915
0,1,1,0,0,0,1,52.825102237305764,54.859542752761094,51.60410060657559,54.99211689974208,57.949215029110135
0,1,1,0,0,0,1,51.75885420983892,52.45192863653684,54.10584874695508,54.9129714929114,50.58808912543305
0,1,1,0,0,0,1,51.589723786411696,51.88107387229492,51.76365154126884,50.22781962284586,51.65808204548213
0,1,0,0,0,1,0,48.18195574764806,49.95651455122778,48.33709269991142,48.95504685156766,50.674564722504314
0,1,1,0,0,0,1,53.03223828740185,57.657725633406976,55.24545602832269,53.68890329163655,51.41123424023115
0,1,1,0,0,0,1,48.74887339253161,54.81631609361598,48.20364574511606,50.10978897059376,53.29341665901851
1,0,0,0,0,0,0,52.815907539876136,51.428706179377286,44.493536880141015,51.89515182556573,42.27339550003318
0,1,1,0,0,0,1,53.47145558943318,53.56436786955129,51.42431140017481,53.708503238295364,54.62964377641334
0,1,0,0,0,1,0,53.84331067120853,50.28017383016004,50.98922545102986,52.660400122325,55.096431408558914
0,1,0,0,0,1,0,49.33509095123164,48.792887673678315,57.651955366474674,53.63704528119589,57.79614409471431
0,1,1,0,0,0,1,48.43153588947033,54.75080403079346,50.509052693103996,52.44483207918875,55.4766012039279
1,0,0,0,0,0,0,44.67605552907228,48.406484648458814,50.227484946369586,49.90443334491209,48.084870148993694
0,1,1,0,0,0,1,49.92518322970666,54.73742838714802,53.047892467441166,55.83470055720398,55.12219254773089
0,1,0,0,0,1,0,53.11142286409082,48.480258744496815,50.0539306163788,49.152586109884595,49.05539070235673
1,0,0,0,1,0,0,44.8732158933922,48.78058384216429,45.80572709928328,48.98616740971946,51.85512497073192
0,1,1,0,0,0,1,52.771297908448375,48.01319807318609,53.41942327029509,51.25399573442432,55.570573463121455
1,0,1,1,0,0,0,53.65214677192975,44.4719361731279,47.015857891596994,45.96691859655421,51.9249416384451
0,1,0,0,0,0,0,47.67276978207022,59.30210061339095,56.24375597475642,49.621310347260696,50.1072711365917
1,0,1,1,0,0,0,48.086805651244795,49.55882445513882,51.50963972051637,51.56445500829171,50.82742347119083
1,0,0,0,0,0,0,45.555401300816264,51.670918195147195,49.07962153483374,53.90077099711755,50.37768550426288
0,1,1,0,0,0,1,52.025888295087704,55.92855015565189,46.89159397334871,43.94095228181477,52.22433179225521
