@RELATION 'my_relation: -C 17'

@ATTRIBUTE 11 {0,1}
@ATTRIBUTE 10 {0,1}
@ATTRIBUTE 13 {0,1}
@ATTRIBUTE 12 {0,1}
@ATTRIBUTE 15 {0,1}
@ATTRIBUTE 14 {0,1}
@ATTRIBUTE 17 {0,1}
@ATTRIBUTE 16 {0,1}
@ATTRIBUTE 1 {0,1}
@ATTRIBUTE 3 {0,1}
@ATTRIBUTE 2 {0,1}
@ATTRIBUTE 5 {0,1}
@ATTRIBUTE 4 {0,1}
@ATTRIBUTE 7 {0,1}
@ATTRIBUTE 6 {0,1}
@ATTRIBUTE 9 {0,1}
@ATTRIBUTE 8 {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric
@ATTRIBUTE att7 numeric
@ATTRIBUTE att8 numeric
@ATTRIBUTE att9 numeric

@DATA
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,111.92196442064588,81.28223428023874,85.78359778925342,109.111640638696,81.07045624626274,100.79082477917147,120.42086188144171,98.46014673087828,87.09716490938223
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,92.28986022746663,104.87435974943416,110.22081512555877,112.90591452999914,84.69030124535608,110.01648791038228,95.80644887563828,93.1304710790165,118.47226777324323
0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,89.48974038497526,101.06832553529159,99.47075438641123,124.76660071439412,98.50137818718973,96.03325576416502,91.51145248491983,93.42548560027566,89.08459357610806
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,87.45102467891289,92.92699074585674,91.98775110347655,102.79094651889474,104.7852735686671,93.17893781452294,92.78602020034238,87.77888051557845,77.63459186873806
1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,110.29139056307233,104.4083668638349,95.20911406495823,90.42279953801744,115.86538341765777,126.60468787109802,114.6096073741686,125.9189152556154,110.61005198777427
1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,76.86406908852777,97.0405440251903,108.26439741754959,108.91978604417005,121.54381688106535,100.93815612359741,108.48101985431009,102.37908482550083,109.58962280266715
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,95.70555118957645,108.51787696133948,99.42350543930924,95.35925208325014,92.62726669631658,99.13109808964951,100.53765899898221,117.8251532848018,98.77947303791397
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5317225630688966,99.66041960664896,57.660924309137414,86.2819306314968,91.41989283028101,62.162199377819206,-12.31562484570307,-8.069320931672664,19.39167273340759
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,16.94756409556858,18.097980391004118,12.083449695283818,1.4175461471294781,0.3243125052820375,15.974498987648118,8.955430615467447,16.879451941210228,15.053425005792288
1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,109.63213003426438,92.11049087755949,132.87476504017428,104.52656991981054,116.2893483015266,116.75136179660196,114.79395344672075,109.3377582476081,95.88776006371232
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,86.00382122097412,88.58749598469109,100.32304021940368,99.32547943150796,94.57080410794367,123.95643667763028,110.01790133620278,91.42313241212904,97.78485729672718
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,61.734904550668254,87.90904920870177,61.082330241180514,69.0052179877847,24.861151046535554,102.30627981212808,86.15803038027977,32.09740508719149,-46.88574649320639
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,95.75820399958157,102.34775824837922,98.87963698701572,85.970343378801,115.8987492339435,92.99924570192829,103.0825061477902,112.78282545267976,108.8943616104724
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,115.18574369493561,89.94811381349088,111.76244918577898,80.43013497148948,76.04262650024128,89.94779069406816,100.97618994149222,94.12680627150363,109.27197737808665
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,100.87833907501167,109.95139563792003,105.92656811135637,109.21711238664174,96.47594620704021,98.09942539441968,89.48845481629661,95.60839149121482,99.38660808553274
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,74.92533145923777,123.56127543620559,93.49270736017527,141.1106401262256,28.885144422849642,76.1749188300605,1.0800456004098322,122.29019624929495,114.07030141307493
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,115.4441658198164,110.50430640114814,90.29834061019807,112.81740965336843,80.2650738545942,121.12942953440785,94.626420324398,100.89844876392822,87.5622270264426
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.849138522617757,100.39422806001636,132.97880119784801,125.33964066197328,58.69154210722902,100.06592032560035,128.34435066867053,135.68008250055797,71.26814170268113
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,95.05386478212212,116.73483448181224,83.44491241511032,108.796934244739,101.3570557461374,94.63440517333267,128.71463706387152,96.20100515546088,100.92647854746308
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,9.02513673545178,-14.631360629958564,21.120119710392895,10.706753931485636,2.089566580030075,20.441120007686646,15.267002952819155,24.430306099880063,16.421040339245536
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,96.02100248215315,94.63506082458976,118.30430031710124,103.06179511647957,89.44146079747281,107.97040584610451,106.13311298130571,71.43629238334611,95.45165677924362
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,85.68584078197318,94.53602478757256,107.38419322511383,112.07639087695287,81.62360186131306,101.56118918944654,79.59343173856824,97.51660577323905,103.76273295763099
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,107.48639167632341,94.31450318382937,96.74075396090196,107.0561017678607,81.12306446834053,97.66653985034947,86.96158139082785,95.64754966295551,91.29224288562594
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1.31160975680082,26.824409371566187,0.31865119151722077,-27.19709793009477,12.849301654806021,25.466939888014686,9.350159321693994,-0.9179512820443847,6.618044697887864
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85.8460412594452,72.08036053238678,108.62549295560189,74.41292831977823,91.65307979490532,84.85190250352309,114.81858185595398,84.85575805847259,88.57804048837227
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,77.7197268802745,104.5949051040574,90.2639628291412,102.09609874755925,80.77761576859766,89.10600964872243,136.10153629156852,101.0716967912401,99.05707508438252
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,114.82915001102903,97.34288327960493,93.1753446142987,103.71221202918346,110.16716294767406,109.70086591502707,104.9768505171161,107.9723725285106,112.86224856669538
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,71.9121550723349,7.711700595509896,108.3427960393989,60.137522342268596,61.016865090304506,85.01748443173928,93.5017146979761,78.59057776279226,131.8084077576553
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,99.44492614359028,84.23839552190331,77.42358508218064,119.1383155440643,89.86662012136122,102.34689944162514,126.55575200074519,108.67608203879989,107.62060777655111
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,83.11162388478752,112.87199278901876,105.59426253844705,92.46465349180053,86.34766122085246,102.20699152559034,92.82093341720169,86.81773980024096,100.79890157044643
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,17.724303605321413,25.61410274882325,17.644115714028374,14.145906876783187,21.217991108274997,1.6993418768396378,27.082956328953646,17.848982623802932,12.344977492373975
1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,111.39393911724878,96.31293485848391,102.60619241763001,88.60294847357363,97.25550280335946,82.79495363238426,99.934822899427,140.68078224446555,86.58826295061016
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,13.871741528483817,6.718711841454139,21.42095079221579,1.8189740833541386,16.91440326815767,-8.341343427131534,15.325873668220694,9.923377280194922,4.612911131608358
0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,118.65294862632439,85.2204108919995,113.97705363480617,108.39881152580763,92.47941930197976,80.96612657290888,104.88205883963631,96.96502238529187,105.16300939561859
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,106.12771144014789,107.41053706488887,109.32627741016998,125.9652697768633,96.48450042885412,98.17510298693614,109.86496181417598,92.24255756967223,89.49394529220164
0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,99.99026886082828,106.68139379678549,104.69534500952994,102.24177882482614,107.58355412453793,97.00711159556606,99.62734550277317,80.53181898051153,99.66494744909535
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.71745564717459,64.06235692109125,90.48062483200138,85.16854776287357,30.335603899902445,76.80697916141514,-29.65576309442738,68.94861340506506,12.819630962846482
0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,89.78619780720985,119.35039025183933,93.68065840375688,96.8925640069248,101.42347196624215,89.59444910007592,99.20854769136879,90.61628769387394,105.26725499613649
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,92.41849200111226,117.3806654580703,104.20491150799273,95.67861419507774,85.54774033809724,89.42292427302073,102.97813496985383,90.39018244067525,98.77854355078736
0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,105.54636694689361,102.3252107347164,95.88000890034616,96.09589963932648,102.55634028528206,109.69787877160279,104.06307067403367,92.8010876350061,88.80522643523912
1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,91.08486339007456,112.87905683937547,95.12806776015617,98.74657730974756,134.42005788554977,115.98480043897372,100.5887053283857,95.67745709661779,96.85592365727882
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,85.76584391879037,106.74505970499928,105.47054618361815,100.58990958626228,91.5065370201616,89.73862273846404,98.62264039853308,110.4276131650239,95.90471138651445
