@RELATION 'my_relation: -C 17'

@ATTRIBUTE 11 {0,1}
@ATTRIBUTE 10 {0,1}
@ATTRIBUTE 13 {0,1}
@ATTRIBUTE 12 {0,1}
@ATTRIBUTE 15 {0,1}
@ATTRIBUTE 14 {0,1}
@ATTRIBUTE 17 {0,1}
@ATTRIBUTE 16 {0,1}
@ATTRIBUTE 1 {0,1}
@ATTRIBUTE 3 {0,1}
@ATTRIBUTE 2 {0,1}
@ATTRIBUTE 5 {0,1}
@ATTRIBUTE 4 {0,1}
@ATTRIBUTE 7 {0,1}
@ATTRIBUTE 6 {0,1}
@ATTRIBUTE 9 {0,1}
@ATTRIBUTE 8 {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric
@ATTRIBUTE att7 numeric
@ATTRIBUTE att8 numeric
@ATTRIBUTE att9 numeric

@DATA
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,88.50094307784494,86.57411326462233,89.82464067625423,105.43543983864267,105.33298850262055,80.733675540724,72.88283293155246,99.12818457310907,108.05672030994455
1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,122.93241543485848,128.88266103912756,93.38455562224664,94.33619164344486,101.39895827123308,93.80783701425639,100.17316675105232,71.82704374311254,113.35948859766802
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,33.76549159978315,38.16161808658549,17.987551606268493,13.824997614329856,30.941393171673877,7.856806389995418,33.97354605881277,19.535282892507766,20.42800020612942
1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,109.95524801673218,116.31014436287668,102.51562043647097,101.47668750984802,96.48954468027937,102.58489961792282,88.17623779186894,117.20581750852345,119.89012826388388
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,95.05386478212212,116.73483448181224,83.44491241511032,108.796934244739,101.3570557461374,94.63440517333267,128.71463706387152,96.20100515546088,100.92647854746308
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,72.37535247681427,80.2249220953989,118.47948629309712,75.13674125513208,102.72096641557397,83.35049400128175,95.43703728709224,77.68191374225319,106.06622429150714
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,106.88339329933375,95.45175073533204,90.31521302999602,94.68800209709687,90.09754980885059,99.39749820272425,111.98857412020517,97.26620837566277,92.18376046292028
0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,105.54636694689361,102.3252107347164,95.88000890034616,96.09589963932648,102.55634028528206,109.69787877160279,104.06307067403367,92.8010876350061,88.80522643523912
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,12.208819347801137,16.48293725428144,-20.52189930149371,35.52485464668891,1.5672545256938282,7.895626426913498,7.066704780921596,24.316374189355855,25.59467080685279
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,102.66298205403602,102.51350682211458,77.84642189841887,77.52788266096701,100.2573747125678,86.18378803840736,97.62623353939544,91.56036886916263,110.03866746132782
1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,120.55398218298573,117.03625380943231,111.21246915437371,95.49977620583985,99.10022337493683,97.10510329561748,113.3546668622158,118.9051503599429,131.85220884531327
0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,99.40673622528881,128.61108722337704,99.58892504953971,105.31628120167856,116.39522672741384,108.02140813198955,106.4846827349319,107.94169740387277,114.93248976925486
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,79.68517920889899,98.94818123418288,91.75637880018056,92.67829620982941,114.11462985040819,70.96225278081634,100.1952490255896,84.34006472991857,90.5630217482531
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,108.24398231324756,98.82855960056348,102.22441700175159,101.23880113024201,108.91100702334414,81.35638004394404,105.23995649939675,107.92866077147289,98.58854423054186
0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,88.50288450807825,107.99513861895046,125.07265709527475,98.5297768734022,99.86772513318328,93.49384810202523,106.35383592706108,113.92128449499214,90.80338714901836
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,70.37959755740235,96.76436886386418,80.51084284805708,77.3328704929185,97.55384044950402,94.95133079969547,117.19443257494815,100.69878946298651,82.1228850458082
1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,103.70547521892988,107.02225063676416,113.98407319042373,93.77518476904453,108.15599470302865,75.15251515176661,107.9481517371895,95.23406711847903,96.80061802584007
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,103.40962863680716,91.9765384982497,88.55226611282976,99.98137507778264,99.90165039684564,113.60506410176976,105.68286891848376,98.95551855212733,87.20240839646938
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,87.76261621516656,90.29510363645218,106.49270336680847,102.71677104142232,106.40562041266713,110.22878754153972,118.77836150216064,105.60340759820149,96.13591594567741
1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,94.41903785029511,104.31483061910117,88.77767214078314,105.43612274216242,111.71213759854052,112.95265120453506,101.8935067707033,93.29298249131313,101.08648758318216
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,103.71770882837212,98.22186897133726,89.55866651537805,97.53684141298237,106.57456737239981,113.56915959141688,108.32746653370003,80.65682248818662,114.16869348952446
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,82.68858321448603,94.93049226781426,98.73993961216081,100.25291025427092,94.0050868386312,90.21309427230607,106.43167152980077,89.73838517110948,83.15442509586914
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,96.97415786287115,85.40211521272903,98.78809963578887,91.69157015006235,105.91175022483905,122.10153961675081,100.71445660066169,92.89471398889626,112.57665944510413
1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,110.29139056307233,104.4083668638349,95.20911406495823,90.42279953801744,115.86538341765777,126.60468787109802,114.6096073741686,125.9189152556154,110.61005198777427
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,15.8781318977267,19.56796097655431,12.267088579269803,8.570800562942477,-10.298890557789605,6.175704114261138,14.844869006764803,31.605316092550677,6.368901519529965
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,6.059727726240158,18.738869623454615,-9.093294299680032,2.398461543719316,2.792627246495372,24.95493073894812,18.769609118596417,-7.855956625328972,16.726018636145213
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,13.963575191792549,13.791345030209907,15.759488151470432,6.116633336221047,3.3407785141461943,42.444081530768415,7.749044854033494,0.5852862551758893,23.912771241403547
1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,107.99414809436631,115.01793048798355,100.11703034132599,117.01058810530766,93.96266580107869,104.74554538345748,117.69408947117343,94.06002813555558,111.11036029847301
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,110.25196493259355,83.05518984538425,94.63627028001493,105.59863022350592,99.56289453413973,90.10389654482918,93.31437782323735,101.98636899777699,81.08218224170284
1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,111.81508795962073,111.63758636340367,115.7838506761929,99.30730961841896,116.58212285721642,109.56979214082196,92.3973166521617,99.11439822537638,111.96745754382803
0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,108.98043758775404,92.57046062888817,125.32436730490016,100.18224628020684,108.64464082239354,83.7983664838714,94.61251550389072,99.19570383921717,101.9175371092885
1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,9.02513673545178,-14.631360629958564,21.120119710392895,10.706753931485636,2.089566580030075,20.441120007686646,15.267002952819155,24.430306099880063,16.421040339245536
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,80.94092649002056,71.3095813478543,75.1648297297138,81.11684348549562,100.57379744873319,65.41513326894213,99.75493158517634,87.81306577962154,110.3913792493
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,92.88656890465451,76.05402821765736,120.13037382859459,83.8761001519057,76.80969979345822,112.77574549513419,99.62274225020695,104.59206178324405,100.17759004021994
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,115.4441658198164,110.50430640114814,90.29834061019807,112.81740965336843,80.2650738545942,121.12942953440785,94.626420324398,100.89844876392822,87.5622270264426
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,95.757538676833,94.00171343133592,98.59202610522834,90.18248256701114,102.96113314022851,103.63502696049737,118.17374792673195,93.7715009397058,104.88934632752066
0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,88.31306901068422,99.81142069151609,103.0084084549613,95.17788698278896,96.66301266323345,92.80874456341189,98.68667538426992,84.20342105055639,93.50533183800398
0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,94.1584981964115,97.81657901136253,97.56703268062341,101.62561205846981,91.7315044097397,99.76562999327129,114.22409416987016,87.4389397918987,92.8330443724435
0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,92.06431025166523,111.63434710776743,89.71662222557046,117.62315983030055,113.92389516617479,90.38728339316967,85.93006367234872,86.73125277043617,77.39041489967443
1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,109.33968121304211,92.60547777125751,90.04851597380231,93.32665965751112,94.23425238522098,112.21615317433245,106.86711264290079,101.78492841107533,111.27827834814202
