@RELATION 'my_relation: -C 13'

@ATTRIBUTE 1 {0,1}
@ATTRIBUTE 1_5 {0,1}
@ATTRIBUTE 1_6 {0,1}
@ATTRIBUTE 2 {0,1}
@ATTRIBUTE 2_13 {0,1}
@ATTRIBUTE 2_3 {0,1}
@ATTRIBUTE 2_3_12 {0,1}
@ATTRIBUTE 2_3_4 {0,1}
@ATTRIBUTE 2_3_4_10 {0,1}
@ATTRIBUTE 2_3_4_11 {0,1}
@ATTRIBUTE 2_3_9 {0,1}
@ATTRIBUTE 2_8 {0,1}
@ATTRIBUTE 7 {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric

@DATA
1,1,0,0,0,0,0,0,0,0,0,0,0,0.7422675965027192,0.7792539130880549,0.13814037970776238
0,0,0,1,1,0,0,0,0,0,0,0,0,0.22276870600956766,0.11880134074587567,0.11402823456918687
0,0,0,1,0,1,0,0,0,0,1,0,0,0.4132139957429922,0.7175342019227999,0.7939834026733898
0,0,0,1,0,1,0,1,0,1,0,0,0,0.8424455859770612,0.5303235009328524,0.07513417095684649
1,0,1,0,0,0,0,0,0,0,0,0,0,0.1276912309517345,0.022239578013392047,0.7876600266703709
0,0,0,1,0,1,0,0,0,0,0,0,0,0.4571162914630189,-0.6186663685990796,0.4991473592063268
0,0,0,1,0,1,0,1,1,0,0,0,0,0.3762467155060839,0.1826053073238375,0.8157701403929378
1,0,1,0,0,0,0,0,0,0,0,0,0,0.7476365644397873,0.5118323397017627,0.43915890993898965
0,0,0,1,0,0,0,0,0,0,0,1,0,0.37796682614034716,0.8680820102369711,0.5506370200984703
0,0,0,1,0,1,0,1,0,1,0,0,0,0.5500361324318442,0.9245132010454,0.3588252115018876
0,0,0,1,0,1,0,0,0,0,0,0,0,0.5881696570208274,0.5756133178570297,0.6620963205937286
0,0,0,1,0,0,0,0,0,0,0,0,0,0.6255422466502122,0.9440226542878727,0.5064354483732172
1,0,1,0,0,0,0,0,0,0,0,0,0,0.025565923265171375,0.7268883060180581,0.1590307006185132
1,0,0,0,0,0,0,0,0,0,0,0,0,0.6441609255917262,1.0861034109158365,0.7049772797255606
0,0,0,1,0,1,0,1,1,0,0,0,0,0.5032564313927479,0.7501540823717321,0.5206904799822476
0,0,0,1,0,1,0,0,0,0,0,0,0,0.6558860425246238,0.8401005664324296,0.5477656027046273
0,0,0,1,1,0,0,0,0,0,0,0,0,0.03096547511379688,0.6487581549898546,0.33377464303093907
0,0,0,1,0,1,0,1,0,1,0,0,0,0.9883070780517607,0.31743794128268055,0.6505536351882442
1,1,0,0,0,0,0,0,0,0,0,0,0,0.6571923524069804,0.6826354408505482,0.679657054054279
1,1,0,0,0,0,0,0,0,0,0,0,0,0.17309386291255902,0.613737948848753,0.8891001236813438
0,0,0,0,0,0,0,0,0,0,0,0,1,0.936039754684222,0.5383541745712046,0.06508792247168771
0,0,0,1,0,0,0,0,0,0,0,1,0,0.38164416684536584,0.9419067495256751,0.8872930275860135
0,0,0,0,0,0,0,0,0,0,0,0,1,0.9200854743925055,0.3607216896502631,0.24030869504225105
0,0,0,1,1,0,0,0,0,0,0,0,0,0.34323529945694087,0.10275833359224318,0.46076715060594187
0,0,0,1,0,1,0,1,0,0,0,0,0,0.6758717974743705,0.47531050200380964,0.18784661464230623
0,0,0,1,0,1,0,0,0,0,1,0,0,0.6441338927285983,0.46761422472069847,0.9799989221762021
0,0,0,0,0,0,0,0,0,0,0,0,1,0.634130307155826,0.6071821512482102,0.7231753138899552
1,1,0,0,0,0,0,0,0,0,0,0,0,0.19416049950548575,0.2518936046965121,0.1818577548517546
1,1,0,0,0,0,0,0,0,0,0,0,0,0.710867943395304,0.6803432307904018,0.7351479099386903
