@RELATION 'my_relation: -C 112'

@ATTRIBUTE 1 {0,1}
@ATTRIBUTE 1_2 {0,1}
@ATTRIBUTE 1_3 {0,1}
@ATTRIBUTE 1_3_4 {0,1}
@ATTRIBUTE 1_5 {0,1}
@ATTRIBUTE 1_6 {0,1}
@ATTRIBUTE 112 {0,1}
@ATTRIBUTE 7 {0,1}
@ATTRIBUTE 7_111 {0,1}
@ATTRIBUTE 7_15 {0,1}
@ATTRIBUTE 7_15_107 {0,1}
@ATTRIBUTE 7_15_107_108 {0,1}
@ATTRIBUTE 7_15_107_108_109 {0,1}
@ATTRIBUTE 7_15_107_108_110 {0,1}
@ATTRIBUTE 7_15_16 {0,1}
@ATTRIBUTE 7_15_16_17 {0,1}
@ATTRIBUTE 7_15_16_17_18 {0,1}
@ATTRIBUTE 7_15_16_17_18_19 {0,1}
@ATTRIBUTE 7_15_16_17_18_19_20 {0,1}
@ATTRIBUTE 7_15_16_17_18_19_20_21 {0,1}
@ATTRIBUTE 7_15_16_17_18_19_20_21_22 {0,1}
@ATTRIBUTE 7_15_16_17_18_19_20_21_23 {0,1}
@ATTRIBUTE 7_15_16_17_18_19_20_21_24 {0,1}
@ATTRIBUTE 7_15_16_17_18_19_20_21_24_25 {0,1}
@ATTRIBUTE 7_15_16_17_18_19_20_26 {0,1}
@ATTRIBUTE 7_15_16_17_18_19_20_26_27 {0,1}
@ATTRIBUTE 7_15_16_17_18_19_28 {0,1}
@ATTRIBUTE 7_15_16_17_29 {0,1}
@ATTRIBUTE 7_15_16_17_29_30 {0,1}
@ATTRIBUTE 7_15_16_17_29_31 {0,1}
@ATTRIBUTE 7_15_16_17_29_32 {0,1}
@ATTRIBUTE 7_15_16_17_29_33 {0,1}
@ATTRIBUTE 7_15_16_17_29_33_34 {0,1}
@ATTRIBUTE 7_15_16_17_29_33_35 {0,1}
@ATTRIBUTE 7_15_16_17_29_33_35_36 {0,1}
@ATTRIBUTE 7_15_16_17_29_33_37 {0,1}
@ATTRIBUTE 7_15_16_17_29_33_38 {0,1}
@ATTRIBUTE 7_15_16_17_29_33_38_39 {0,1}
@ATTRIBUTE 7_15_40 {0,1}
@ATTRIBUTE 7_15_40_41 {0,1}
@ATTRIBUTE 7_15_40_41_106 {0,1}
@ATTRIBUTE 7_15_40_41_42 {0,1}
@ATTRIBUTE 7_15_40_41_42_43 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_44 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_44_45 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_46 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_46_47 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_46_47_48 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_46_47_48_49 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_46_47_48_50 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_46_47_48_51 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_46_47_48_52 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_46_47_53 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_46_47_53_54 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_46_47_53_55 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_46_47_56 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_46_47_56_57 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_46_58 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_46_59 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_46_59_60 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_46_59_61 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_46_59_61_62 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_46_59_61_63 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_46_59_61_64 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_46_59_61_65 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_66 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_66_67 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_66_67_68 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_66_67_68_69 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_66_67_68_70 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_66_71 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_66_72 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_66_72_73 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_66_72_73_74 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_66_72_73_75 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_66_72_73_76 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_66_72_77 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_66_72_78 {0,1}
@ATTRIBUTE 7_15_40_41_42_43_66_79 {0,1}
@ATTRIBUTE 7_15_40_41_80 {0,1}
@ATTRIBUTE 7_15_40_41_81 {0,1}
@ATTRIBUTE 7_15_40_41_81_82 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_83 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_84 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_85 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_86 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_86_101 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_86_101_102 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_86_101_102_103 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_86_101_102_104 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_86_101_102_105 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_86_87 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_86_87_88 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_86_89 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_86_89_90 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_86_89_90_91 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_86_89_90_92 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_86_89_93 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_86_89_94 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_86_89_94_95 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_86_96 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_86_96_97 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_86_96_97_100 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_86_96_97_98 {0,1}
@ATTRIBUTE 7_15_40_41_81_82_86_96_97_99 {0,1}
@ATTRIBUTE 7_8 {0,1}
@ATTRIBUTE 7_8_9 {0,1}
@ATTRIBUTE 7_8_9_10 {0,1}
@ATTRIBUTE 7_8_9_11 {0,1}
@ATTRIBUTE 7_8_9_11_12 {0,1}
@ATTRIBUTE 7_8_9_11_13 {0,1}
@ATTRIBUTE 7_8_9_14 {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric

@DATA
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.031717397826725,-20.90824788783354,-3.16727412609103,16.063351363020985,27.43847116762504
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.43390018475003,-20.1919465225414,-26.525078270115046,-4.524933756031714,-62.5546356263045
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.85418258409362,58.52468922700584,93.28608431265341,47.229670292572834,45.37229150557145
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,52.96414568914298,76.25393291795439,58.89350979075721,106.00233588140156,51.08962062374002
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.58029357479583,111.75873608428918,114.15761682114949,64.0175374797876,67.91022202948895
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.85236582401694,188.20773058316954,145.0845244820037,113.80156326387595,154.03086619337165
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.85882662152181,145.70609569775013,156.69940714720883,82.99545625399384,94.29064120812569
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,86.59262935938241,82.33772623686329,71.22052638703396,92.68125246135025,64.88764022100564
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.07535176944998,70.6602434265427,36.0514261417801,7.682663370552746,17.372872225168408
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.1877856481729,131.85673479956827,136.69412255338412,123.70212151282446,133.90128761603808
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6561291808443457,3.0485891434668844,3.5639656667165127,53.68319236651374,24.900652849474
0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.61799471577264,86.72413688401473,94.01756924467261,142.87061006581615,61.56618998820179
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.15496693176246,-6.466461294246429,23.158691721934495,61.08279217801235,5.694661152337808
