@RELATION 'my_relation: -C 28'

@ATTRIBUTE 1 {0,1}
@ATTRIBUTE 1_10 {0,1}
@ATTRIBUTE 1_8 {0,1}
@ATTRIBUTE 1_9 {0,1}
@ATTRIBUTE 2 {0,1}
@ATTRIBUTE 2_11 {0,1}
@ATTRIBUTE 2_12 {0,1}
@ATTRIBUTE 2_13 {0,1}
@ATTRIBUTE 3 {0,1}
@ATTRIBUTE 3_14 {0,1}
@ATTRIBUTE 3_15 {0,1}
@ATTRIBUTE 3_16 {0,1}
@ATTRIBUTE 4 {0,1}
@ATTRIBUTE 4_17 {0,1}
@ATTRIBUTE 4_18 {0,1}
@ATTRIBUTE 4_19 {0,1}
@ATTRIBUTE 5 {0,1}
@ATTRIBUTE 5_20 {0,1}
@ATTRIBUTE 5_21 {0,1}
@ATTRIBUTE 5_22 {0,1}
@ATTRIBUTE 6 {0,1}
@ATTRIBUTE 6_23 {0,1}
@ATTRIBUTE 6_24 {0,1}
@ATTRIBUTE 6_25 {0,1}
@ATTRIBUTE 7 {0,1}
@ATTRIBUTE 7_26 {0,1}
@ATTRIBUTE 7_27 {0,1}
@ATTRIBUTE 7_28 {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric
@ATTRIBUTE att7 numeric
@ATTRIBUTE att8 numeric
@ATTRIBUTE att9 numeric
@ATTRIBUTE att10 numeric
@ATTRIBUTE att11 numeric
@ATTRIBUTE att12 numeric
@ATTRIBUTE att13 numeric
@ATTRIBUTE att14 numeric
@ATTRIBUTE att15 numeric
@ATTRIBUTE att16 numeric

@DATA
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.76405224992605,31.670026449229542,31.33982320503323,31.25764569359036,33.14411444914717,34.012923360214685,37.6919574189603,32.576185292736334,35.313376793011855,33.70278557321565,31.253531840642875,32.27203900326221,32.61809203516022,37.816337347571626,32.07460790852819,31.68181586719607
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.17018798390803,11.268645508443697,12.137351977444743,10.99577536147611,11.644407948487174,12.049615423417602,12.08361583184601,10.486245737667332,11.163216874682098,10.132605392978435,10.129163934001198,11.36307306184772,11.00881536515741,11.012606577401446,14.987248803916836,11.319542705463935
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30.3488640765887,30.13276573919857,31.013672429434944,29.993164378044334,30.22691014699808,32.14524320037651,30.311391148262285,30.29238319661644,30.362930045774764,29.96624456595732,29.788224761409534,32.29121679563016,30.24931940724002,31.171280423129772,31.03626246450113,29.85372869942873
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.39308746637467,1.3210244198888126,1.951636856533943,2.84780403103614,1.586797913430075,2.2282051596694226,1.4306113874149855,1.67836121531051,1.4574530254070193,2.2298254157514403,1.6256223888007653,3.6251671640253758,-0.16206667032179078,1.6983663374579208,1.4948388026542698,2.7223850831635303
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,32.37819237822278,30.538538984888998,32.84582531615494,31.66831853464402,30.873663471981974,30.360972373027103,29.358671235593576,29.911763619622853,32.974438767880265,29.999307025970836,31.01300137194011,30.057214315253894,30.348126589331464,29.76589559477966,31.945409381005486,31.70128715712882
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.885625949743753,9.756173989266085,10.38704284068015,10.35743647337393,10.750927549575813,11.082901669627683,9.908161976176512,10.484939100334838,9.966929304526445,10.441258193045922,13.067308911385032,10.679768199422247,10.43096791868183,9.552243120208727,10.156401487996055,11.8008377636772
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30.350376906140166,30.35516461086755,31.269419061291913,29.987973591598784,30.869683568452295,30.0381014520583,31.643202058742883,31.42526491886059,30.7242631585726,30.20697758253681,32.04370693532359,30.045178647254573,31.042698792817458,30.198959946542107,29.7861468100116,30.417104324253668
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.772324680740132,13.684752116665516,10.154688579687967,9.9009021936129,10.023559023073588,9.624215739868015,10.203418280946424,10.400845040305512,11.202947205618075,10.05288771311404,12.042474778769549,10.206862948009823,11.394743897103723,12.58541739902005,10.30036888781607,10.574351421396353
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,31.495227274756388,29.89589595486299,31.15864846381086,28.81898069554321,30.047019385408934,30.35965323177673,30.991004256559584,31.488033170117415,31.443877199920532,32.96336348304913,32.1228720353441,30.647776573626082,30.763824615097384,30.995790245613097,31.41823153135279,33.17614912768283
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7368900171543592,2.9195577668038837,2.289684386784244,2.6945747543321366,0.9602694277761661,1.002737237217341,1.175911904663157,3.1244370991712302,2.148603458354998,6.5010005402225195,1.9138340952422372,2.06583183069262,1.4278250531839833,0.7335646352774854,1.184809404191924,4.421145355420712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,12.470611264046312,10.097484881842952,12.304667861801711,12.348600725221576,9.965365143210462,11.283558973240481,11.733432112810828,11.349793996395684,10.293203948006486,9.077598496191097,9.335412877044217,10.184579554745094,11.073882273792993,12.26641096290864,10.568992642426863,12.422568899640805
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3031156821287313,0.740953641335518,0.8869544152250205,1.1903909235510013,1.9504158404813032,1.584673644663337,1.3365291488115556,0.9969555598866564,6.187566023038309,2.806940080322643,3.7483668575023352,2.651746473721996,1.6949868899328682,1.8384996673734606,1.8102625679469215,0.7240357426190838
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.455539705773232,10.628789923172203,10.860864975302098,10.079058306758428,12.55528198839441,10.379359074591878,11.474982840139118,10.146119430177517,10.079137243752548,11.063465256736764,10.356612654718614,11.309039427732788,10.153181088915343,10.121560028331695,11.849777964141435,11.184896752807704
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.426488284390881,10.604072016567173,10.361646379376383,10.493300611490179,10.06154609187576,10.209388157546618,10.510630937206361,10.554505372590134,10.798243791876445,10.476827499331565,10.709103432519282,10.601597792728464,10.563071695513246,10.457145907578148,10.77459241259117,10.670178079420564
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29.77745061870733,35.55739425398705,30.538797078350527,30.307402954929717,31.675977815915186,30.036572024292568,30.479350989540578,30.137964649483013,29.854028939234393,30.633536655536442,31.88341994137861,30.813946261291957,29.948069539608337,30.02832970305013,30.432084265810406,30.869680208287143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.6700961114426938,2.357305327629998,-0.02389474226336219,1.4622534788297585,1.2474336291190697,2.59551804572354,1.966521554513083,3.1934920771269084,2.4185806926670517,0.4803082554429565,0.9355326941626965,1.147747580505126,1.500184309577918,1.5258320294966523,2.4705100168794996,0.12387978375125286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31.157853709214812,31.468204621699908,31.83888768014924,29.15370780395449,31.253443334832706,29.264911296712256,30.139197021686787,30.28189069768533,31.899092684704343,31.263550174532188,29.305126087674243,32.22323853600939,32.16593380871536,29.388041922424136,31.527125648072168,32.102148752446254
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12.816098933707536,11.118661391942553,11.838733249581644,11.671941132785713,10.364527236194364,11.414130900832081,10.629461564930192,9.385397392300337,11.438482951252077,10.768943613365575,11.052669957705739,11.204394758741016,11.083185592711821,11.60527382509537,10.725868989747692,12.69974336557586
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.808037416423016,10.626162571522777,12.046997724730089,10.423964705222705,13.847226720659673,10.628790986359204,10.82827491629206,10.79269256706317,10.437565400093765,12.284287527993623,10.948404575534903,10.70028938644625,10.077920577990637,10.764747889615581,11.298989272646695,11.896303292303141
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.76108966781554,30.244528784658407,30.406354297641773,30.76693124836759,30.24922471741792,30.163174013129755,30.03445704069075,30.78295004430898,30.586857895996946,30.890784170974666,30.15355911998788,30.123743974788145,30.79862088869869,30.7516937482858,30.464597507282715,30.455357385594635
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.8926167755986756,3.884577823091859,3.6674976379661137,1.682915846860868,1.1168364018895438,0.9921897830301425,2.134087912898149,1.7753884017991401,2.851918955490692,1.4723288997882213,2.3722527651773366,0.9717251498442412,1.6300154397620015,3.9705571172261944,2.999523498490792,1.5690398751445491
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.346710723097503,2.7128983851710755,3.3040372422268467,-0.16227696129892832,1.9128898500532894,2.0637284739207544,2.1332456997416944,4.133690911591968,2.67090047101373,2.9251844201136477,3.2790263142205154,2.157263879779958,2.2356334840610557,1.0533029034980488,2.5537895037742304,1.7546229573188816
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.36381093806964,10.055440002723872,13.339376093870653,11.469762872981565,10.108082222334234,11.104299505850012,10.56885849132327,10.021511470997961,11.124564359309666,10.596168093133285,9.916389243883485,10.364714368857557,10.259313109692378,9.957742719491142,11.122600000363024,10.24110056822531
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,31.63450495150366,30.16817881465617,30.769780284018456,31.766825278880283,30.939660738752366,29.872582106517147,30.921919918908614,32.15002347844358,32.86966123384668,31.880982615610037,31.34156302074093,30.270911420737523,30.140768613434037,31.17883947540821,31.207496128363353,29.137834549398598
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.338279706105064,12.320888141142524,14.448905282746962,11.7978932916839,18.084534604466313,15.70336111678018,12.704895400674646,15.51616217396198,14.026945512387323,10.546531128249619,10.74273896424566,11.122866256731307,11.451852408934409,11.865631011357264,14.342174032901298,11.029813705069559
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.274709604421506,33.715010987074066,31.370213078683587,34.19864777950755,35.747184760137834,32.5328483910382,33.57492390133997,32.682164983366704,38.61788307449358,35.262848755960974,33.44430417593009,30.406386024115847,33.84505979076536,33.24814137785582,31.790201108203004,31.337792595797605
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,31.80692303547273,31.556020188602925,32.006898020966304,31.27036618277201,30.329090534536256,29.484667918838174,32.37962382168324,30.55541394586737,31.156362109666613,31.81607369083433,30.67519678787308,30.35574152585976,29.198689444556102,29.663589423423225,31.703750693686995,31.122495339191747
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.436393555384896,12.528819387010971,14.217660471957156,10.358820825554048,10.104719687154047,12.118755255261224,12.615326361639708,12.231722659269288,10.576362032451545,12.60015712211219,12.74664822935802,22.305174935064315,15.003345091818858,11.056523290188052,10.581842777658492,13.39273591312356
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8212124445609594,1.6435488101148201,3.946784796631772,1.4290503166975714,1.382011866642931,1.374707555443365,1.598403038744206,0.8096507067829228,1.7225819108392486,2.1627357441167065,1.7134089751476203,1.584157329664206,1.1116133618642303,1.035018676221953,1.3356291833720488,1.1562204195017287
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10.331498308809064,11.452500492460171,10.567136251412402,12.001887438861978,11.715856532161947,10.493234866438604,12.957214747340698,12.835362920897303,9.280591347808617,11.139556369369181,11.06106835966992,11.411514627889048,10.932533562394195,9.432449961121904,12.37016486760315,9.48750718637261
