@RELATION 'my_relation: -C 9'

@ATTRIBUTE 1 {0,1}
@ATTRIBUTE 1_4 {0,1}
@ATTRIBUTE 1_5 {0,1}
@ATTRIBUTE 2 {0,1}
@ATTRIBUTE 2_6 {0,1}
@ATTRIBUTE 2_7 {0,1}
@ATTRIBUTE 3 {0,1}
@ATTRIBUTE 3_8 {0,1}
@ATTRIBUTE 3_9 {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric
@ATTRIBUTE att7 numeric
@ATTRIBUTE att8 numeric
@ATTRIBUTE att9 numeric
@ATTRIBUTE att10 numeric

@DATA
1,0,1,0,0,0,0,0,0,4.348080010972104,4.4049123621821025,3.283416207879758,2.5747519935320597,3.500021486643239,3.7806541031013396,1.8496350296294986,3.3608472360867316,3.1551690555735963,3.826506990116545
0,0,0,0,0,0,1,0,1,11.084806902421782,11.618518869034279,10.09881183241212,10.670699364400928,10.884616557478275,11.3352332046223,11.599530366277692,11.20148212020377,9.776051378166615,11.774466706033898
1,0,1,0,0,0,0,0,0,3.668167104174509,4.117076751132886,4.081282302216893,4.578557097605035,2.8078975624036158,2.589779586092712,2.738423860391759,4.248983751500025,2.460596241432002,4.087787418670637
0,0,0,1,0,1,0,0,0,5.96259499994939,6.7198255063413574,5.568018067798787,4.8148359012539235,7.349870770964184,5.256707098364796,6.29880115091342,9.029600839180558,6.113004205053438,9.398325237928088
0,0,0,0,0,0,1,0,1,10.308223358921552,11.037942564069287,10.045934995731002,10.249215257173544,13.559898505369459,10.801625712622059,11.119307317321898,8.976761645952125,10.807345844029747,9.926928520415016
1,1,0,0,0,0,0,0,0,1.6738735934373128,1.6167105401189192,1.2872154245471088,2.660447070690874,1.1553560583077025,1.923201429172631,3.519789805487041,1.12308780482643,2.0015917402878114,1.4444588722517913
1,0,1,0,0,0,0,0,0,5.406808260052372,4.277783622363432,2.8103420695571995,5.494199978764682,4.250531092609328,5.166225883716329,2.9797135251717957,0.9813184534761321,3.7181092534940072,2.761765128105691
0,0,0,1,0,1,0,0,0,8.687992117173915,8.240083693347401,7.2081130325319345,5.2016847044107895,8.120901915076088,8.106473038863054,6.085453655860038,7.5408851144711795,7.620883185685492,6.873858829798239
1,1,0,0,0,0,0,0,0,3.230885499661437,-0.3734533786234433,1.9688890298798487,-1.8098903778515631,1.800950308360202,2.3504307422326978,1.9474492152109955,1.3657189167493646,1.6370688942821323,-0.5709197609296757
0,0,0,0,0,0,1,1,0,8.530780192285315,7.291522515644225,10.008830825220272,10.186986057162166,10.11858770578066,10.60442680792572,7.14528147378929,7.6492379602123375,9.9763194406182,7.777120356349059
1,1,0,0,0,0,0,0,0,1.838504515395485,2.7282555981536145,2.223545818164603,1.1148042824267308,1.553200782850873,1.775130868521689,2.2152365980131443,3.2575833160352796,1.6383496075455224,1.5155117050685656
1,1,0,0,0,0,0,0,0,2.115385723875312,2.590801117453258,1.7039708403722045,2.2573840664108706,3.8236102728485797,2.236706524026946,1.0875059211906297,2.5918904466247445,2.2586576083147833,1.856580199116521
0,0,0,1,1,0,0,0,0,6.876940772094717,6.333341603647887,5.022747970714938,5.812038579594392,4.265063514867024,4.090174025029317,4.95162346810072,4.7205541872801415,5.319728120963866,3.473638322776318
0,0,0,0,0,0,1,1,0,9.428381774904642,7.58805249188044,8.799871538255706,8.426842375523451,9.561338685802598,9.722332133250399,9.37185913268178,10.588840355787744,9.074088084388144,7.661754006014783
0,0,0,0,0,0,1,0,1,10.507265523827488,11.908978862035314,10.907077532750865,10.433212369221698,9.97564058234688,9.360412943006766,10.769760316031341,11.010405722952841,9.92049144875281,11.82331682217746
1,0,1,0,0,0,0,0,0,3.4518114812887037,3.543582024108933,2.879639884038677,2.7142706176178013,5.441940655451669,4.511180193769902,5.064709758584134,3.7130199928932948,2.1297445902721055,3.0183724627777324
1,1,0,0,0,0,0,0,0,2.482243787693527,2.8455360508029397,3.1478966861066144,2.2991401340152904,3.098070676664763,2.053107417612212,1.1695156536862572,2.5740525850859775,2.820137704077479,3.2794403364429714
0,0,0,0,0,0,1,0,1,12.86257534025528,10.719805784028203,11.07564885057922,9.015314309761958,10.07112057754977,10.230914151306722,11.247680309937136,10.684835423691885,10.458549036462566,11.414329672607911
0,0,0,1,1,0,0,0,0,6.905093763785047,6.388557856816215,5.4771577625846275,6.968633392775776,5.308615533696885,4.700825142160211,5.936987923896716,7.059848032281915,5.573854752487138,7.664157460221315
0,0,0,0,0,0,1,1,0,9.120166636454043,9.210041234352776,7.772494683796191,8.218473909588477,10.257902561785876,10.706092961824018,8.21927560486279,9.299634274766822,8.669040088027842,7.6791393424065735
0,0,0,0,0,0,1,1,0,9.214980590605292,8.661687912958028,10.628086790473379,8.755822862441299,8.183272790935934,9.029250721474035,7.767985103182358,7.591744739739864,6.817552303953973,9.518391613379515
0,0,0,1,1,0,0,0,0,4.748174274579891,4.662767641591028,6.237404615527907,5.667407735677512,6.64938558616141,6.440288385522123,2.7934243317255887,5.379786892386372,6.525593663699973,5.421616760902056
1,1,0,0,0,0,0,0,0,2.222243718307497,2.2518135971099835,2.707926087305962,2.493989831506923,3.4710016689715255,1.4173805309234297,4.065819492530172,3.0878338869571227,2.8051890399778,0.41211516067522846
1,1,0,0,0,0,0,0,0,2.1375147397566083,1.2807038125730041,2.728522885422767,3.6217454852449418,3.5216622497713628,0.6932265703344609,1.110231697731089,2.0052677409570454,2.866424870168431,1.464464419673806
1,0,1,0,0,0,0,0,0,4.250013518889278,4.541392838322626,4.740581563689821,3.110610115601987,2.5623797337646463,4.090828910708068,4.170658542486933,3.1995728896365865,5.513137514228562,2.6106668939472883
0,0,0,0,0,0,1,0,1,11.973335820160164,11.749154928634667,11.567121973259406,10.578014864079597,10.114985860825426,10.740116270238689,9.661323134556309,10.711368466765135,10.244132346568872,10.694667430213414
0,0,0,0,0,0,1,0,1,11.236878375178518,12.213578780467222,11.518729676612027,10.997652580332398,11.004489248398274,11.09882592488689,10.736764761398234,9.95762772913238,10.836863548494389,11.152480289461321
0,0,0,1,0,1,0,0,0,7.5883690543238576,7.468953401547318,6.901304358236855,7.015813119499837,5.807244376183691,5.667457907215075,8.528413487056095,7.063778659786109,8.285143881987501,7.215324729692268
0,0,0,0,0,0,1,0,1,12.053138970363733,11.256692416549345,9.518636965552577,10.66409120528743,10.68757890550171,10.27285232748874,10.008566407293289,12.672122015533331,11.093133209385439,10.51737863849916
0,0,0,1,0,1,0,0,0,7.3600834525419785,6.014222878642701,7.905456834262031,6.741585420574421,5.041154462694611,6.3337998760996745,6.931085544938645,8.663374060076551,5.638326022709986,7.285758147871801
0,0,0,0,0,0,1,1,0,8.260875468708246,10.176577054374187,8.444428285677759,10.593371621953066,9.51781039733994,9.170836461860869,6.914253580827248,8.908815931285455,7.870382950418202,10.038798213542561
0,0,0,0,0,0,1,0,1,10.617465786502136,9.787435087596535,9.525657223009597,9.866787561837024,10.168461500307156,10.996075472915066,11.459940248251932,12.385171056430087,9.265290129109346,11.6943813873192
1,1,0,0,0,0,0,0,0,0.7879124400319226,1.185167604494604,3.4357625739070965,1.5334699795703253,2.2420074424211363,0.9510958592559049,1.614502681302469,2.5751655096847212,1.901112677046069,1.280180487938785
0,0,0,1,0,1,0,0,0,6.982256759203545,7.329088304422715,7.023454169219232,8.08543655692155,6.486768603876184,6.927957020141731,7.492538636559981,6.957660188423594,7.4875010261743125,8.201269323319034
0,0,0,1,0,1,0,0,0,6.836123563937654,8.611048263368362,7.759736081389564,9.559162088417294,6.451430037729464,5.8782477289043085,6.6991143707671466,6.778194728316208,8.354853021975616,7.76930379841302
0,0,0,0,0,0,1,1,0,7.587305740095093,10.79688486394208,8.218861747299984,8.803192627178676,8.519901773178894,8.586080782701291,9.250982274778835,8.906835767686015,7.272115632894266,8.232917904231643
