@RELATION 'my_relation: -C 10'

@ATTRIBUTE 1 {0,1}
@ATTRIBUTE 1_5 {0,1}
@ATTRIBUTE 1_6 {0,1}
@ATTRIBUTE 1_7 {0,1}
@ATTRIBUTE 2 {0,1}
@ATTRIBUTE 2_10 {0,1}
@ATTRIBUTE 2_3 {0,1}
@ATTRIBUTE 2_3_8 {0,1}
@ATTRIBUTE 2_3_9 {0,1}
@ATTRIBUTE 4 {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric
@ATTRIBUTE att7 numeric
@ATTRIBUTE att8 numeric
@ATTRIBUTE att9 numeric
@ATTRIBUTE att10 numeric

@DATA
0,0,0,0,1,0,1,1,0,0,1.4957385723294923,2.589998793420611,7.161219068916441,3.3058176856609873,2.8542932915568837,1.436783848874576,7.856730525063058,0.986352791554719,5.360207944816915,5.980772463726777
1,0,1,0,0,0,0,0,0,0,1.9719876454589058,1.027343215107676,3.5200996110671134,1.2729458186199052,1.1478159276584756,3.7713392400595565,2.4114857578040896,4.055231311211653,2.9636808098340763,2.9930633381845677
0,0,0,0,1,0,1,1,0,0,2.7372946413859918,0.969442233725531,13.961302455300018,3.0419104404148802,1.535999537625785,6.012043656892153,5.320294912739673,6.316729218798019,3.8567297510696794,2.3967874381131176
1,0,0,1,0,0,0,0,0,0,2.1489981322151923,0.7762860990897291,0.9885907644932699,1.4327223720225293,1.4046262379340118,1.4210120582963328,0.757462712916717,2.3903816484731255,1.6481243433427983,0.8459249041663827
1,0,0,1,0,0,0,0,0,0,2.8490850685823985,1.093439783866896,0.6358494996604782,1.780977356598834,1.5166176950657808,0.8155664292393672,3.3708499356365564,0.778557585438235,1.974560968614005,5.047741390964029
0,0,0,0,1,0,1,1,0,0,3.8503744143973284,4.461232598270509,0.36099615670769675,2.3672400707468984,3.1829474500706816,3.842090027333059,4.558940333713713,2.2875659907281443,9.988956078449524,1.9073265717483305
1,0,0,1,0,0,0,0,0,0,2.496623136685503,1.7421951191116285,0.9179409892001038,2.3969351837736794,1.686663994452649,0.9093736633415879,0.8467188571410404,1.3915250912758643,1.219339440882457,0.9494386701753363
0,0,0,0,1,0,1,1,0,0,4.321645481213839,3.674466948635331,6.447538542563514,1.242422464148822,3.640908672437242,8.496861593029754,3.0039445822078936,5.391256998224037,0.5872952248950329,1.8600734172297433
0,0,0,0,1,1,0,0,0,0,3.4284827132810225,1.6157126122656407,2.3440341293143065,0.5827165262150009,2.0052312642315764,0.6478733806679613,3.986980074253045,0.3066732602332043,1.9804225397739001,1.757088919790856
0,0,0,0,1,0,1,1,0,0,2.2087574020518104,5.133194146839085,1.8670819165627055,7.734916659200752,1.4259049218237432,3.101400210405406,2.015062841106081,0.49034071403015145,1.602874976717685,2.0179344814251285
1,0,0,1,0,0,0,0,0,0,1.3762221299324269,1.3197872352888327,2.3204474613636075,1.008526662155914,1.2307286143796237,4.038670998178728,0.7187234136028479,2.064041028233737,1.2033523216725286,1.2530604921653765
0,0,0,0,0,0,0,0,0,1,1.436000701622421,1.5408349348111727,1.6232366707022858,1.647290818540872,1.4570997762962024,1.1871603074051718,1.37053429343525,1.662318041320043,1.4107058259288858,1.3236376154759106
1,0,0,1,0,0,0,0,0,0,0.8925262255250175,1.012576287338776,3.389207425856145,2.3226670205688915,1.5840984943005478,0.9552097237057728,1.895806336547792,0.8590427642184941,1.8317748498287343,1.105808103717889
1,0,1,0,0,0,0,0,0,0,2.818642506482193,1.0577494224694741,3.2530340330350525,3.261438414599451,1.6019517701220527,3.3531186132016737,1.1662791643229733,2.3335547559264036,1.6437934940676873,4.6537758803932245
0,0,0,0,1,1,0,0,0,0,0.2535211120864398,0.6635670433429919,1.3760060057150882,0.3504190288252178,1.1306567001919836,2.9981785117311026,1.0736534790774903,0.9755907603453151,1.426957914311231,2.604559088397351
0,0,0,0,1,0,1,1,0,0,0.7233794733004492,2.8969217827574503,3.2285779393994063,4.196438419659771,2.6947558420043016,2.8161816459051905,8.533473697505725,10.762725486847925,1.060770450412699,4.884205951772571
0,0,0,0,1,0,1,1,0,0,6.043766336859271,11.633321306157141,0.25582171232523077,7.918054528609364,3.2274753961548988,0.4074486558627149,6.97543310147426,2.218129637881267,3.186743442399252,3.830016375147408
0,0,0,0,1,0,1,0,1,0,0.7463594584752431,0.8740712042665044,1.5911379394740148,1.9462053146511127,0.9003082405651586,0.9924487403247362,1.7947147809926214,2.6893800704233404,2.9334746742883406,1.2683724000715093
0,0,0,0,1,1,0,0,0,0,3.780044251770261,0.5341305350950352,3.96066530028243,3.743840830106429,1.410701014372687,2.216482295913779,3.649672310170685,2.4208722609436717,1.6084377870878188,1.006815895827232
0,0,0,0,1,0,1,0,1,0,3.326146778072398,0.7824790497594531,1.9437559217702804,1.703606469250409,3.9072223693771364,1.3147460518990748,2.0086192537624457,3.2687698362722717,1.7592878108131702,2.0374144346001937
0,0,0,0,1,0,1,1,0,0,2.47363681982108,3.700015212898149,0.7899160040647939,3.0072546223454646,6.645551469359936,5.820134589925626,1.4998185488525304,10.1690600345537,4.058887909797242,0.22869208288741225
0,0,0,0,1,0,1,0,1,0,2.5827034046458004,2.285022652044819,3.59525448924434,1.1071593820021797,2.4391839141719167,3.7080286085698257,2.3227991504261025,2.5214638204476736,2.170081971619491,-0.29829754776025785
0,0,0,0,1,0,1,1,0,0,6.0811784914062565,8.503996292299892,5.130829577970929,0.5075424584146238,3.906978867382529,5.167152433451862,1.6045685946151331,4.842508952829399,0.5079341290958337,2.697532480856373
1,0,0,1,0,0,0,0,0,0,1.7426514183360085,1.1714346823213098,3.2039535784883064,4.834704359165245,2.494277524588754,5.430291441107465,1.1156008086435287,2.5028439216842484,4.520365599421697,1.502552018956603
0,0,0,0,1,0,1,0,1,0,0.4272134014303306,0.1444491516602988,2.3557662448126173,1.737669697004072,1.6238788636592645,2.160719637068898,3.2260604795700987,2.99604026366414,2.5383922393150042,3.03601421325241
0,0,0,0,1,0,1,0,1,0,3.4686859346401286,3.1902014899162103,0.3737806163579027,1.2870842875454809,3.442168085147964,1.420756911345396,1.4978727169030073,1.8617291763176071,1.4821408722569407,1.3935268940521475
1,0,1,0,0,0,0,0,0,0,1.7552711791935816,3.0123476942442005,3.0309085265800557,1.4408383832564287,1.1032820785055268,1.576657934723308,3.94667991500737,1.0424848552447847,1.3722927800001028,2.5245771934093915
1,1,0,0,0,0,0,0,0,0,6.214016891856079,6.0661378889168756,5.2400638453997965,3.633468779193861,10.362664665154265,3.6866340891476077,3.74820585098485,3.977954193088929,2.983467882533649,3.9588828562849394
0,0,0,0,0,0,0,0,0,1,1.6290531752747517,1.255888812391599,1.3796238592280818,1.4668527978653938,1.157781637452139,1.8184113792259378,1.3870726461323004,1.380673003139474,1.5305212820433127,1.778214393078351
1,1,0,0,0,0,0,0,0,0,5.040811060842192,1.6624587591199451,2.515354599056544,4.439620172481859,2.32550040038928,4.031972253893775,3.0655447993204272,3.416730084050006,1.955462129999665,5.815099211804274
0,0,0,0,1,0,1,1,0,0,6.919936498008647,2.399244292533344,6.726639387216781,0.7347091055499875,6.8087702298697,0.8269902748972628,1.8978093761239117,10.42289208176497,10.85002118437805,4.229335232019994
0,0,0,0,1,1,0,0,0,0,0.6840725861487322,1.880400010206226,1.7096541807334558,0.579101529556683,2.70143947843912,1.5391050589447546,3.6259917787306217,2.7821327988727726,2.089078247485813,3.8694717126059945
0,0,0,0,1,0,1,1,0,0,2.305902806254379,3.083233423201802,4.683710893139712,12.19485104671034,3.194866864865281,2.4342391075211673,1.579690897853296,10.416952290801467,4.417764051225659,4.978690278224443
0,0,0,0,1,1,0,0,0,0,3.379067707835223,1.2108308644817498,2.146460410955002,2.242790226539398,0.9777072553908113,1.5240007487307783,3.031417727526024,0.5203907495592368,2.7784290561822784,2.6481148119480333
0,0,0,0,1,1,0,0,0,0,0.1061481400463391,2.4728567208028185,3.1284878138938073,3.231014475607598,1.6747615782574186,1.2980616377589587,2.5892259773207345,2.885593460043996,2.0613237434711777,0.5788570276770697
1,0,0,1,0,0,0,0,0,0,2.456468600329773,2.474688862813855,2.115949017997055,1.7941798088773804,1.2117978048710722,1.2646973261961918,0.7483653902838597,0.6431378605672736,1.747541661173248,1.6774669224085277
0,0,0,0,1,1,0,0,0,0,2.37633977059172,2.3184410927109655,2.2439563763480086,1.6996125114936076,2.5386202014635697,1.1405207965755735,3.106451208634833,1.6151415798428554,2.5784486448269086,2.401936467896442
0,0,0,0,1,1,0,0,0,0,3.0775571673728144,0.6199560309948016,1.1821595108024248,2.9917729081257876,0.3509292154430308,3.996933092272822,0.20448362745828552,2.8132144527032716,0.10565172112181598,2.3475579711244436
1,0,0,1,0,0,0,0,0,0,4.953329884992921,2.052256733949881,0.8568349301790359,1.4665364479942378,0.7370571864261568,3.650154351923274,1.3709947465133938,0.9630118985138457,3.0447186184395347,0.802036832898611
0,0,0,0,1,1,0,0,0,0,2.9068151372734516,0.07985102489091256,0.939730772862434,3.228606575063486,3.3156887028543354,1.1108700828945546,1.5970932528563515,0.8342616618468348,0.8826312346729548,1.5637579559151509
0,0,0,0,1,0,1,1,0,0,2.9092767276855946,2.9778077769597115,3.8603335845502227,1.5832419692850022,1.2771434048175598,1.7787455943028705,5.763398982454818,6.675206034069531,3.8112100760233565,6.072787907767904
0,0,0,0,1,1,0,0,0,0,2.2574829623578885,0.6376094139463078,3.6463169359025374,3.445735630896442,2.264705182484643,3.573867409009327,2.8565346042481328,2.7418185399410686,3.0663491632434856,1.4114031650435868
0,0,0,0,1,0,1,1,0,0,2.8093328846899497,2.7368554269883494,4.439773077830139,1.2372830558694201,4.941054405420682,2.458561498198966,4.6916059824193725,5.4966831282272555,3.6379635728320503,1.861298597135985
0,0,0,0,1,0,1,1,0,0,2.239251104709687,1.4727474804785863,8.86324955551619,5.374288861993952,3.3104781531591185,2.373191733496288,3.242376816838731,4.009964438838207,5.118640533501113,3.7805682487644763
1,0,0,1,0,0,0,0,0,0,1.1297468863916855,1.2792338827752898,1.2440495834939038,1.8981354422288461,1.5135900243250888,0.7699330693038873,0.9342272290618561,1.618090871821889,1.8363483167138115,0.6584984697603427
1,0,0,1,0,0,0,0,0,0,0.6164888289841092,1.9721443607519427,0.9257934693691179,0.805148106076432,1.0968720672532153,5.468682379809846,1.819273551989391,1.564419219719666,1.1419070376796072,1.161626591077669
1,0,0,1,0,0,0,0,0,0,1.0099862116690463,2.324324715141657,1.327425291299388,1.5346454015455993,1.7182573687277347,1.5915121310310616,1.0162771492114824,1.614428493306753,3.7357098156408135,1.0169335994048474
0,0,0,0,1,0,1,1,0,0,2.9836458856267702,1.6280754241262712,2.0430754252041954,10.39497099745302,3.4662824123825815,4.4290194971460775,1.4600495821206048,2.4679743762799946,1.7488309108978999,6.429455256755031
0,0,0,0,1,1,0,0,0,0,0.4451271755338313,3.4180285590877966,2.0418442520372677,1.560574258706208,2.8270234841652186,1.533121581394318,1.398741162604502,1.1838702549037614,3.7546462485066403,1.4502572607330873
0,0,0,0,1,1,0,0,0,0,2.852066902697463,1.8791818917729746,3.8730216490847993,1.2045983887263678,2.1528175768805755,3.932478085923465,3.130295508596202,3.552223111253441,0.6707052260604223,3.7053511140641944
0,0,0,0,1,1,0,0,0,0,0.5131554600248909,1.4438867101895903,0.21684265066013886,1.761259721617121,0.360317715309987,0.5754230075403113,2.6185814894818926,1.9862765015789043,3.275078455094252,2.704907488397617
0,0,0,0,1,1,0,0,0,0,0.297625897399282,1.4639499660534008,1.2083591923493873,1.5825752227748286,3.385284683504605,3.945806418337801,1.019144739298913,3.9187083945718637,0.2582370048327891,0.3797189726223915
0,0,0,0,1,1,0,0,0,0,2.5472837320989443,0.7583880570556767,2.8492282956803483,0.5093466529610962,0.3526831024518571,1.0892520580944338,0.8008203826879563,0.787739050662164,3.2309645388168313,0.17891238556110256
0,0,0,0,1,0,1,1,0,0,0.8849282898269322,3.9618308978807946,2.1305208228328065,2.6724109334923254,5.35522108482221,9.00586990591709,3.300311031232229,0.8122397925366528,8.127439691072585,10.983688259486414
1,0,1,0,0,0,0,0,0,0,1.1364251311704092,3.259544634084608,3.4087956770913284,1.991227717429881,1.1714537040333761,2.311519202563985,5.5186644052177645,2.5129818410378957,4.8890251871279276,2.634490515951862
1,1,0,0,0,0,0,0,0,0,3.9720394082642447,5.979658209725977,4.114811979323251,5.327425856982364,1.9943575531777182,3.435370775735906,1.260626634563246,7.834345623659807,1.9425977287191278,4.68817523200504
0,0,0,0,1,1,0,0,0,0,0.43653879116819727,2.8388835417859726,0.7860836964512781,2.6307586094055417,0.8934599187461085,3.887773763357272,3.049482963046352,3.166831859718925,2.3863772438201347,1.157122711060016
0,0,0,0,1,0,1,1,0,0,4.951473762976915,3.544237251235357,1.6827885114797245,2.715254216381344,1.0968706558188988,4.029981380547691,1.9277486800863806,10.918800382908145,4.322715591014033,1.8573472112581324
1,1,0,0,0,0,0,0,0,0,1.823939738419115,1.6532927442728547,3.439156602728153,3.469821738601825,1.7431072825710965,2.8554108137938576,10.49088160716462,2.8771948024962803,1.852534649294577,4.189537650055488
0,0,0,0,1,0,1,1,0,0,2.677422022865445,1.6549627509054718,1.980495307591945,2.8071642421327407,8.33656032345941,5.980255706628081,3.102009792829721,7.9713925203284814,0.628362987912641,10.644262458779956
0,0,0,0,1,0,1,1,0,0,1.2737803525153135,1.1237555292080763,3.9561807044568584,2.3683563913142476,5.3912612053485045,2.6628897948984216,2.9049067572592513,4.865811426258209,2.28542469550636,2.8638109306619604
1,0,0,1,0,0,0,0,0,0,1.1053330139517215,1.0200582698531768,3.7052996969620833,1.5619457036139262,0.5902927524875586,0.975951832760765,1.8972717610252139,1.7679849190157106,1.9087491694948338,1.6028120279566542
0,0,0,0,1,1,0,0,0,0,3.3466476645538887,0.5051349846024942,2.9608740751844116,0.9792912034753556,1.1341773896480785,0.9376586191853709,3.486523068532691,1.7828848536823383,0.22502677972106744,3.442968667517588
0,0,0,0,1,0,1,0,1,0,1.2691928952753906,2.6050192869732816,2.5006066067770916,2.191104241882129,3.0939710963663467,1.8475741928534557,2.0462349147113037,2.17889576885595,1.3159900210625661,1.8079238062124539
0,0,0,0,1,1,0,0,0,0,1.7521699111104674,1.469066162854499,3.5715355180124355,0.9677757655957149,0.22031729199662964,1.815974477023798,2.6406154071121817,1.0269978308249352,3.3895156430892106,1.419373101295899
0,0,0,0,1,1,0,0,0,0,1.5044447740854725,0.9527249222169671,2.365630856829607,2.9445199927478853,0.4065316611887222,3.9553688141247503,0.34235340656277824,3.624142568437828,1.8017392394919067,3.8219672066525168
1,0,0,1,0,0,0,0,0,0,0.764045409705696,1.7632407742031146,1.6898292605725742,1.444545173833509,2.9622047177531807,2.376287372448159,1.2771402914124743,1.0440067269399043,0.6755619521735998,2.590158892089806
0,0,0,0,1,1,0,0,0,0,2.8648075573555265,3.2747935575571843,2.3082215754930893,0.4692506873473459,0.98479509430592,2.700324179652031,1.3969910230210822,0.759070669069152,1.1795006121667826,3.9933469111293927
0,0,0,0,1,0,1,0,1,0,3.385989508263824,1.7687463595187707,0.1920426277366598,1.788866874773774,1.648370045856317,1.2090129634689895,0.533067941970575,2.7410603340019675,2.024533223041724,1.7380547923532603
0,0,0,0,1,0,1,1,0,0,3.7654592863943837,0.7058553342824783,2.3978806778096806,3.1113388269863513,2.3355320589124657,1.2369009445485397,5.899438730843189,0.652660022541356,0.628485675944565,8.800439298875174
