@RELATION 'my_relation: -C 28'

@ATTRIBUTE 1 {0,1}
@ATTRIBUTE 1_10 {0,1}
@ATTRIBUTE 1_8 {0,1}
@ATTRIBUTE 1_9 {0,1}
@ATTRIBUTE 2 {0,1}
@ATTRIBUTE 2_11 {0,1}
@ATTRIBUTE 2_12 {0,1}
@ATTRIBUTE 2_13 {0,1}
@ATTRIBUTE 3 {0,1}
@ATTRIBUTE 3_14 {0,1}
@ATTRIBUTE 3_15 {0,1}
@ATTRIBUTE 3_16 {0,1}
@ATTRIBUTE 4 {0,1}
@ATTRIBUTE 4_17 {0,1}
@ATTRIBUTE 4_18 {0,1}
@ATTRIBUTE 4_19 {0,1}
@ATTRIBUTE 5 {0,1}
@ATTRIBUTE 5_20 {0,1}
@ATTRIBUTE 5_21 {0,1}
@ATTRIBUTE 5_22 {0,1}
@ATTRIBUTE 6 {0,1}
@ATTRIBUTE 6_23 {0,1}
@ATTRIBUTE 6_24 {0,1}
@ATTRIBUTE 6_25 {0,1}
@ATTRIBUTE 7 {0,1}
@ATTRIBUTE 7_26 {0,1}
@ATTRIBUTE 7_27 {0,1}
@ATTRIBUTE 7_28 {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric
@ATTRIBUTE att6 numeric
@ATTRIBUTE att7 numeric
@ATTRIBUTE att8 numeric
@ATTRIBUTE att9 numeric
@ATTRIBUTE att10 numeric
@ATTRIBUTE att11 numeric
@ATTRIBUTE att12 numeric
@ATTRIBUTE att13 numeric
@ATTRIBUTE att14 numeric
@ATTRIBUTE att15 numeric
@ATTRIBUTE att16 numeric

@DATA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,11.620822122125388,11.198688492930605,10.836435982869668,10.852232117104112,11.168050099194788,9.205638425766077,12.065561726496679,11.286968237394548,9.934988115967428,12.776579052010966,10.510124830944099,11.12007068190386,12.278357440999548,11.36647213068007,10.88997694581404,12.121213572376076
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.813342224241044,48.30057118745003,2.995159461452749,18.09515826018001,-6.817905862173074,3.33718946094179,25.87446799573211,24.097308284704688,29.814382143594166,29.29016039824579,3.695077953565379,1.52508335636246,14.908393276146787,4.6905210702660085,14.794240205255429,32.98098163701455
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31.6723528638005,30.59321979179328,30.988942973602715,32.4500531197734,31.062463725566456,31.039677547017337,29.60677610826363,31.37862322821534,31.747193293948357,31.68277784465548,32.144001861559616,29.990504415219434,32.471545239216056,32.619231132615965,31.186946588253686,31.6915963315399
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.320579981467558,13.1560922924354,13.344301342409441,14.146835282989553,11.970003089421564,21.516466246854534,15.444921480067313,18.689632735665374,12.608784290884046,14.72804766319624,11.132035410251103,12.041260692647533,11.738672875631114,13.342281203057187,11.088490975547536,10.83449240314723
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.68310611026078,30.594500027233188,30.89874183781041,31.549697850672672,30.704129284268348,30.948392907141347,31.383455447261653,30.527376321666196,32.423395625819786,30.886168871344157,30.502497648005917,34.23649339267773,31.157086530207263,30.696992905333744,32.67209146803989,30.985878733764782
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.084481555835943,31.469337236524552,31.38056445002838,29.319684387394837,32.31524177978413,31.51765709012279,31.418733726246874,29.241495690542315,30.240706209615226,31.111223060960686,32.92345892939998,32.16541484850065,29.127375428795755,29.647936825979066,29.261553919546543,32.46919531959128
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.157846754742348,30.154562846334816,32.7983318725092,33.868080371604,32.20988435808567,30.11811517386462,30.18761905718287,30.647796188207472,31.177451015910357,30.265464164830895,30.12887590202202,31.425633007712637,31.03606046706166,30.095868832817047,30.89502439711582,30.177932813768155
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,31.811205813959525,31.641914096398615,30.94061611822186,31.932019443786558,32.06121241657214,31.547986467380095,32.926626589264956,30.287192042741278,31.843733038297405,31.468249260703562,30.30696347214422,30.058338844360552,31.8670496882484,30.65978762159765,30.2398632455565,31.090503228065526
0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.48857615447282,31.376144176584788,30.91629423211291,30.426183410856943,31.604329972001207,30.424005976686594,31.307939077029484,30.19891394638215,31.254945931814976,32.60823563876758,30.25456907286673,30.31665721714486,30.23829944611266,30.696070565676838,30.024185537271105,32.53337705830898
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,16.502613398252677,9.993680920981685,11.484654174551377,10.828644086082,11.60053464526553,12.169757436077141,9.584761150387017,10.997142230325839,11.354260675701855,18.08756159963544,13.80195911216548,10.587650314571853,11.151259511755303,12.922049579361811,12.085307968796492,11.873060222558445
