@RELATION 'my_relation: -C 10'

@ATTRIBUTE 1 {0,1}
@ATTRIBUTE 1_3 {0,1}
@ATTRIBUTE 1_3_5 {0,1}
@ATTRIBUTE 1_3_6 {0,1}
@ATTRIBUTE 1_4 {0,1}
@ATTRIBUTE 2 {0,1}
@ATTRIBUTE 2_2.1 {0,1}
@ATTRIBUTE 2_2.1_8 {0,1}
@ATTRIBUTE 2_2.1_9 {0,1}
@ATTRIBUTE 2_7 {0,1}
@ATTRIBUTE att1 numeric
@ATTRIBUTE att2 numeric
@ATTRIBUTE att3 numeric
@ATTRIBUTE att4 numeric
@ATTRIBUTE att5 numeric

@DATA
0,0,0,0,0,1,0,0,0,1,6.989364145387995,6.582805307853285,6.027978131279704,8.805653190009597,9.338437881527886
0,0,0,0,0,1,1,0,1,0,9.597571956489997,11.808611812183607,10.627666444726435,11.237011758327691,11.616462643025436
1,0,0,0,1,0,0,0,0,0,2.648551311134064,1.218938445211235,2.583135700029338,1.221214347447829,2.5610347038620143
0,0,0,0,0,1,0,0,0,1,8.366453323007002,9.557873409315928,9.291612130647005,7.098995130052538,7.037582416315871
0,0,0,0,0,1,1,1,0,0,8.654337327309612,11.010724774889857,10.260257788417384,8.728574172945985,8.06642592135767
0,0,0,0,0,1,1,0,1,0,12.702319920633839,11.518429524100787,11.094567749574587,11.093326879451716,9.48839854344644
0,0,0,0,0,1,0,0,0,1,9.038731398321374,7.659128550191338,7.514043621156715,5.660803892595846,8.775592100720045
0,0,0,0,0,1,1,0,1,0,9.721335270325369,9.497154877347308,12.866824826538066,10.464617112111952,10.798427492306077
1,1,1,0,0,0,0,0,0,0,2.66354682154809,4.486731503263714,2.6595984628573452,3.241697085443107,3.820767453178226
0,0,0,0,0,1,1,0,1,0,11.058181718654636,10.032766214075831,9.968016473051255,10.757794978578161,9.855397150552324
0,0,0,0,0,1,1,0,1,0,11.233044001364386,11.745558634143695,9.311094155076852,10.453333460410828,10.340949577860668
0,0,0,0,0,1,1,0,1,0,10.403209354822161,10.195565543227474,10.819716402651382,9.68254156380506,10.53666422361069
1,0,0,0,1,0,0,0,0,0,2.101197431104235,1.777193817055107,2.3174031248877993,1.3380656950329741,2.472525860060051
0,0,0,0,0,1,1,1,0,0,8.60393761923915,7.662591899204213,7.956203033400649,9.110188875324951,8.679135282849144
0,0,0,0,0,1,1,0,1,0,11.777852559889272,11.445396670704875,12.888138960497624,9.68676669292875,10.074720174438404
0,0,0,0,0,1,0,0,0,1,7.286174788153517,7.2440719176173625,6.945700757226098,7.24437947108979,8.082008017148565
1,1,1,0,0,0,0,0,0,0,3.9687508478281273,3.637845267480269,3.6781745323099284,4.709348739020127,2.4534809331132683
1,0,0,0,1,0,0,0,0,0,2.1000702706449204,2.7333916553993056,3.1306548637643727,4.171580777123907,3.7592908553602276
0,0,0,0,0,1,1,1,0,0,7.293357429469259,9.376237507835226,10.702566977120545,9.117361104272629,8.206531735042054
1,0,0,0,1,0,0,0,0,0,0.7341910259576712,1.7888793175653546,2.705442572239938,0.6520454464297207,0.7174281109448757
1,0,0,0,1,0,0,0,0,0,1.592426966921296,1.5900501449276496,2.6444830988519454,2.8973878829028576,3.028900951964456
1,0,0,0,1,0,0,0,0,0,2.8216832970672914,0.2895614881717994,1.3777608784966584,1.8096419692745156,2.0962702362676895
0,0,0,0,0,1,0,0,0,1,6.412721627070734,8.164661016099632,7.582282268185835,6.233992696968937,7.4113843508347585
0,0,0,0,0,1,1,0,1,0,10.568473272411024,10.681578284087522,12.74323926072578,10.742019730769261,11.373205757929975
0,0,0,0,0,1,1,0,1,0,12.735258633604682,9.432529772052218,9.570263137592919,10.717202116432352,11.854111481983534
0,0,0,0,0,1,0,0,0,1,7.468946435721329,7.333490219261099,6.6114001659145645,8.484920941912046,8.700906746456184
0,0,0,0,0,1,1,1,0,0,10.674958476275576,8.076710987066328,7.198597910266083,9.473218634243535,7.706250682747827
1,1,1,0,0,0,0,0,0,0,1.4601085475522226,3.2679778445480183,5.655858036644798,6.476455226557986,3.2341478765443332
0,0,0,0,0,1,1,0,1,0,11.108847822893582,11.55093522350554,12.046103756283834,10.723794587986225,11.142750045672821
0,0,0,0,0,1,1,1,0,0,10.094194861028067,7.260244661947005,7.676051108694734,8.45871379828664,9.143614718124859
1,1,1,0,0,0,0,0,0,0,4.837955688550095,4.817691877887777,2.4365976982055653,2.6419184685375257,2.3106875436867806
0,0,0,0,0,1,1,1,0,0,9.300673059918944,9.655021405662575,9.913056663909185,9.573349626251373,8.560181976039075
0,0,0,0,0,1,1,0,1,0,10.501264419036746,11.147403412281015,12.385765630182538,11.390975644957267,12.233845579794442
0,0,0,0,0,1,1,0,1,0,11.283077776684314,12.197323340503743,9.365607272150628,10.085893133885925,9.005045774596264
0,0,0,0,0,1,1,1,0,0,10.50872774987157,8.233628127081243,9.449856353402993,8.95868500922841,9.662958793078172
0,0,0,0,0,1,1,1,0,0,9.7470518978952,8.162130178754534,8.61207710555631,9.660939983227541,9.305313377941484
0,0,0,0,0,1,1,1,0,0,11.060453056253762,10.867702972100167,10.032634832927632,7.608301204266141,8.52564685454205
1,1,1,0,0,0,0,0,0,0,2.4894096189338204,3.054434005697366,4.3703492483822775,4.460479079825479,3.713671303790677
0,0,0,0,0,1,0,0,0,1,7.072581509343848,7.433305538009655,7.391642828728014,8.714924100501522,7.334910564573597
0,0,0,0,0,1,1,1,0,0,9.48103783878242,8.997157037194953,7.6281149649587086,9.199704927787606,8.149394959448864
1,1,1,0,0,0,0,0,0,0,3.509476683496822,3.7359246255368435,3.4278030898749794,3.7214960513025757,4.329208577304537
1,1,1,0,0,0,0,0,0,0,4.546433004222184,3.6903924256466176,2.0297008288367433,4.529216236066954,3.321855198983992
1,0,0,0,1,0,0,0,0,0,3.598404653564814,0.769620595392565,1.7406319589036818,2.7793768101802723,1.9882369057421319
0,0,0,0,0,1,1,1,0,0,8.079524720719334,9.49239840238857,9.767643513917937,7.512569790746583,11.221526124612517
0,0,0,0,0,1,1,0,1,0,11.418936072388428,11.02536626400553,10.841199649212758,10.158885085995074,10.146309442135324
1,0,0,0,1,0,0,0,0,0,1.374966228592166,2.1290175001196183,0.6243829666016629,0.9043908728483119,2.0772058278220604
0,0,0,0,0,1,0,0,0,1,5.85503842115153,8.050908363885041,7.639048814607441,7.27483603641439,6.227554600872946
0,0,0,0,0,1,1,0,1,0,11.20096025073251,10.173052467652195,11.044164848884078,10.999608960582139,10.925482267869297
0,0,0,0,0,1,1,0,1,0,11.684025230223108,9.863589463727577,11.602596992014593,9.44153209509267,9.353846816240011
0,0,0,0,0,1,0,0,0,1,6.867805460870635,6.442996154629675,7.980875295624499,7.132708932092135,7.083234468003071
0,0,0,0,0,1,1,1,0,0,12.242167910705756,7.780340358300004,10.972432079560917,9.616834406562962,10.770673594958796
0,0,0,0,0,1,1,0,1,0,9.284160101783144,9.417986846483675,13.73540566205024,10.748100271786063,12.532218459758466
1,1,1,0,0,0,0,0,0,0,6.342821370478237,4.273102682221766,4.056059088677588,3.2051098758131618,3.203773904114323
0,0,0,0,0,1,1,0,1,0,10.62213063161582,11.68043697082883,11.855924874070366,9.906326907936284,11.049049251503837
1,1,0,1,0,0,0,0,0,0,4.555735692616701,5.185724334455891,6.307943107211964,5.318487570364286,6.077340842201525
0,0,0,0,0,1,1,1,0,0,10.20233422347633,9.416229549250062,7.677656457223217,9.542433990690931,8.917161349454576
1,0,0,0,1,0,0,0,0,0,3.98028801454712,1.9688646699103567,2.5818117922220174,2.3633835793512468,1.7840216759479557
0,0,0,0,0,1,1,1,0,0,9.582359208160563,8.545075248291527,8.185211305037502,9.634810217061158,8.225516194902706
0,0,0,0,0,1,0,0,0,1,8.165387676637845,6.234704531061128,8.231698443287168,8.85306277548273,7.571780636369425
0,0,0,0,0,1,1,1,0,0,8.62815834410664,9.026598869255405,11.02530902313493,10.227801665022536,8.093853823692507
0,0,0,0,0,1,1,1,0,0,9.196691735359408,9.139304500485997,7.576291441447818,9.053134985337213,8.652647601469459
1,0,0,0,1,0,0,0,0,0,1.2698429506798412,3.603226546934522,2.0534479769612455,4.216944158564331,1.6578263059503708
0,0,0,0,0,1,1,1,0,0,11.18601571621978,8.181624689700879,9.809865288521523,8.506480530805081,10.172959616092625
0,0,0,0,0,1,1,0,1,0,9.63546794981817,10.68745690582457,12.753239798491208,12.03996180035881,9.561579785748037
1,1,1,0,0,0,0,0,0,0,3.8413009772059907,3.555741703250563,4.642714063200152,1.722485022047834,4.253622710297191
0,0,0,0,0,1,1,1,0,0,7.161300502643318,9.749337024725458,10.5516263749922,8.973550520887642,11.089077911105278
0,0,0,0,0,1,1,0,1,0,9.875765755357735,10.60972386252628,10.938113682708678,11.009337392224024,10.999215373966093
0,0,0,0,0,1,0,0,0,1,7.388683320259399,6.418951415193989,7.044938620223996,6.958701575691345,7.59594759718385
